transaction_id,user_id,amount,historical_avg_amount,historical_std_amount,transaction_type,timestamp,hour,device_id,is_new_device,beneficiary_id,is_new_beneficiary,velocity_1h,velocity_24h,account_age_days,location_distance_score,is_fraud
TXN_LEGIT_006033,USER_1148,3822.03,4033.97,415.82,DEBIT,2026-07-20T18:18:05.557639,8,DEV_USER_1148_1,0,BEN_USER_1148_1,0,1,3,731,0.008,0
TXN_LEGIT_000582,USER_1204,4814.42,4602.6,291.29,PAYMENT,2026-08-07T06:42:05.557639,21,DEV_USER_1204_1,0,BEN_USER_1204_0,0,1,3,1208,0.026,0
TXN_FRAUD_000280,USER_1151,48208.26,3070.67,837.43,TRANSFER,2026-06-22T08:49:05.557639,23,DEV_UNKNOWN_977,1,BEN_MULE_759,1,7,11,58,0.643,1
TXN_LEGIT_007051,USER_1027,2985.15,3311.18,1121.87,DEBIT,2026-08-10T03:45:05.557639,18,DEV_USER_1027_2,0,BEN_USER_1027_7,0,1,3,1344,0.037,0
TXN_LEGIT_008158,USER_1163,2710.7,3128.29,811.72,PAYMENT,2026-08-11T21:28:05.557639,11,DEV_USER_1163_2,0,BEN_USER_1163_3,0,1,2,506,0.18,0
TXN_FRAUD_000246,USER_1071,24243.01,2888.44,500.88,TRANSFER,2026-07-05T13:14:05.557639,3,DEV_UNKNOWN_444,1,BEN_MULE_966,1,7,14,341,0.935,1
TXN_LEGIT_002249,USER_1128,4400.47,4731.85,896.03,PAYMENT,2026-06-24T07:22:05.557639,21,DEV_USER_1128_2,0,BEN_USER_1128_5,0,1,3,1179,0.092,0
TXN_LEGIT_004640,USER_1189,3942.74,4220.77,481.85,TRANSFER,2026-08-14T00:37:05.557639,15,DEV_USER_1189_2,0,BEN_USER_1189_4,0,1,2,654,0.06,0
TXN_LEGIT_009485,USER_1185,1171.24,1223.27,218.22,DEBIT,2026-06-24T03:57:05.557639,18,DEV_USER_1185_2,0,BEN_USER_1185_1,0,1,1,1101,0.098,0
TXN_LEGIT_004947,USER_1096,3925.84,4581.76,833.1,DEBIT,2026-09-10T23:40:05.557639,14,DEV_USER_1096_2,0,BEN_USER_1096_0,0,1,3,1282,0.021,0
TXN_FRAUD_000270,USER_1204,90609.94,4602.6,291.29,TRANSFER,2026-07-05T14:48:05.557639,5,DEV_UNKNOWN_457,1,BEN_MULE_666,1,5,13,173,0.709,1
TXN_LEGIT_001963,USER_1193,2013.96,1984.55,377.44,PAYMENT,2026-08-12T02:07:05.557639,16,DEV_USER_1193_2,0,BEN_USER_1193_2,0,1,1,1031,0.235,0
TXN_LEGIT_008243,USER_1082,2097.37,1179.22,1035.3,DEBIT,2026-07-02T18:50:05.557639,9,DEV_USER_1082_2,0,BEN_USER_1082_3,0,1,1,1341,0.032,0
TXN_LEGIT_006590,USER_1081,2946.53,3460.82,735.77,TRANSFER,2026-06-27T22:53:05.557639,13,DEV_USER_1081_2,0,BEN_USER_1081_2,0,1,2,430,0.161,0
TXN_LEGIT_008847,USER_1082,50.0,1179.22,1035.3,PAYMENT,2026-08-02T17:51:05.557639,8,DEV_USER_1082_2,0,BEN_USER_1082_0,0,1,3,398,0.048,0
TXN_LEGIT_000321,USER_1131,1344.5,1388.35,718.33,PAYMENT,2026-08-01T01:07:05.557639,15,DEV_USER_1131_2,0,BEN_USER_1131_3,0,1,2,250,0.042,0
TXN_LEGIT_002678,USER_1186,548.32,1196.66,883.01,PAYMENT,2026-08-09T04:46:05.557639,19,DEV_USER_1186_2,0,BEN_USER_1186_1,0,1,3,479,0.098,0
TXN_LEGIT_004625,USER_1189,4620.29,4220.77,481.85,PAYMENT,2026-08-16T00:04:05.557639,14,DEV_USER_1189_1,0,BEN_USER_1189_2,0,1,1,613,0.021,0
TXN_LEGIT_004949,USER_1048,1968.22,2995.48,627.54,DEBIT,2026-08-20T20:46:05.557639,11,DEV_USER_1048_2,0,BEN_USER_1048_4,0,1,2,254,0.089,0
TXN_LEGIT_008328,USER_1035,3462.02,4043.43,398.72,PAYMENT,2026-09-16T19:09:05.557639,9,DEV_USER_1035_2,0,BEN_USER_1035_1,0,1,3,1107,0.013,0
TXN_LEGIT_003337,USER_1075,19211.48,4614.72,439.56,PAYMENT,2026-06-23T11:29:05.557639,1,DEV_USER_1075_2,0,BEN_USER_1075_4,0,1,4,655,0.579,0
TXN_LEGIT_005589,USER_1008,2827.7,2077.82,724.76,TRANSFER,2026-07-28T00:41:05.557639,15,DEV_USER_1008_2,0,BEN_USER_1008_8,0,1,2,1245,0.045,0
TXN_LEGIT_000251,USER_1193,1766.95,1984.55,377.44,PAYMENT,2026-07-08T23:21:05.557639,13,DEV_USER_1193_1,0,BEN_USER_1193_1,0,1,2,178,0.3,0
TXN_LEGIT_003973,USER_1133,3659.39,3727.47,902.48,DEBIT,2026-06-30T20:47:05.557639,11,DEV_USER_1133_2,0,BEN_USER_1133_8,0,1,3,1264,0.015,0
TXN_LEGIT_006630,USER_1055,2188.07,2016.96,361.22,PAYMENT,2026-08-27T02:08:05.557639,16,DEV_USER_1055_2,0,BEN_USER_1055_2,0,1,1,807,0.067,0
TXN_LEGIT_005547,USER_1180,2183.76,2430.31,843.29,PAYMENT,2026-07-31T03:29:05.557639,17,DEV_USER_1180_2,0,BEN_USER_1180_4,0,1,1,1361,0.051,0
TXN_LEGIT_000035,USER_1144,2648.68,2003.47,790.83,PAYMENT,2026-08-18T18:41:05.557639,9,DEV_USER_1144_1,0,BEN_USER_1144_6,0,1,1,592,0.066,0
TXN_LEGIT_008362,USER_1042,1759.16,2106.13,525.18,PAYMENT,2026-08-25T07:04:05.557639,21,DEV_USER_1042_2,0,BEN_USER_1042_0,0,1,1,639,0.222,0
TXN_LEGIT_001513,USER_1131,1768.14,1388.35,718.33,PAYMENT,2026-07-24T04:32:05.557639,19,DEV_USER_1131_2,0,BEN_USER_1131_1,0,1,2,1118,0.11,0
TXN_LEGIT_009317,USER_1121,3725.68,4642.43,570.16,TRANSFER,2026-07-22T04:20:05.557639,18,DEV_USER_1121_2,0,BEN_USER_1121_2,0,1,3,706,0.36,0
TXN_LEGIT_000039,USER_1039,1759.24,2305.56,315.87,DEBIT,2026-07-18T00:59:05.557639,15,DEV_USER_1039_2,0,BEN_USER_1039_0,0,1,3,815,0.01,0
TXN_LEGIT_004819,USER_1137,2774.49,2947.64,701.52,TRANSFER,2026-08-31T20:33:05.557639,11,DEV_USER_1137_1,0,BEN_USER_1137_4,0,1,1,758,0.102,0
TXN_LEGIT_003465,USER_1157,5281.95,4311.12,895.97,PAYMENT,2026-07-13T03:45:05.557639,18,DEV_USER_1157_1,0,BEN_USER_1157_0,0,1,3,842,0.274,0
TXN_LEGIT_001760,USER_1154,3856.42,4139.78,470.83,TRANSFER,2026-09-04T06:56:05.557639,21,DEV_USER_1154_2,0,BEN_USER_1154_0,0,1,3,807,0.048,0
TXN_LEGIT_002304,USER_1170,2305.76,2864.79,673.47,PAYMENT,2026-06-23T18:42:05.557639,9,DEV_USER_1170_1,0,BEN_USER_1170_3,0,1,1,1463,0.134,0
TXN_LEGIT_003723,USER_1157,5262.27,4311.12,895.97,PAYMENT,2026-08-27T20:11:05.557639,10,DEV_USER_1157_1,0,BEN_USER_1157_1,0,1,2,1372,0.018,0
TXN_LEGIT_008284,USER_1045,190.15,1302.3,913.24,PAYMENT,2026-07-06T18:43:05.557639,9,DEV_USER_1045_2,0,BEN_USER_1045_1,0,1,2,798,0.202,0
TXN_LEGIT_004993,USER_1086,3664.63,2950.79,426.5,PAYMENT,2026-08-22T23:18:05.557639,13,DEV_USER_1086_1,0,BEN_USER_1086_3,0,1,1,581,0.02,0
TXN_LEGIT_008127,USER_1068,1769.91,2978.92,903.02,TRANSFER,2026-07-11T22:14:05.557639,12,DEV_USER_1068_2,0,BEN_USER_1068_0,0,1,1,497,0.01,0
TXN_LEGIT_003032,USER_1225,5632.15,4064.02,758.4,PAYMENT,2026-07-07T00:30:05.557639,15,DEV_USER_1225_1,0,BEN_USER_1225_1,0,1,2,917,0.063,0
TXN_LEGIT_007938,USER_1022,3398.38,1886.88,862.52,PAYMENT,2026-08-06T23:30:05.557639,14,DEV_USER_1022_1,0,BEN_USER_1022_2,0,1,3,1443,0.025,0
TXN_LEGIT_003039,USER_1001,3082.03,3874.37,798.66,PAYMENT,2026-08-11T20:28:05.557639,10,DEV_USER_1001_1,0,BEN_USER_1001_0,0,1,3,94,0.185,0
TXN_FRAUD_000005,USER_1139,51658.61,3748.26,995.79,TRANSFER,2026-07-19T13:00:05.557639,3,DEV_UNKNOWN_406,1,BEN_MULE_622,1,9,15,196,0.668,1
TXN_LEGIT_002545,USER_1201,3684.56,2922.06,1026.46,TRANSFER,2026-09-18T06:27:05.557639,20,DEV_USER_1201_2,0,BEN_USER_1201_1,0,1,3,873,0.132,0
TXN_LEGIT_002592,USER_1102,3237.85,3347.0,209.2,PAYMENT,2026-08-11T02:48:05.557639,17,DEV_USER_1102_2,0,BEN_USER_1102_0,0,1,2,97,0.131,0
TXN_LEGIT_001188,USER_1166,1157.55,860.45,316.07,PAYMENT,2026-07-06T18:10:05.557639,8,DEV_USER_1166_2,0,BEN_USER_1166_1,0,1,1,144,0.016,0
TXN_LEGIT_007966,USER_1152,4072.09,3849.58,1175.85,PAYMENT,2026-06-30T19:44:05.557639,10,DEV_USER_1152_1,0,BEN_USER_1152_7,0,1,1,352,0.212,0
TXN_LEGIT_006077,USER_1086,3429.83,2950.79,426.5,PAYMENT,2026-08-07T01:54:05.557639,16,DEV_USER_1086_1,0,BEN_USER_1086_2,0,1,2,1443,0.066,0
TXN_LEGIT_000107,USER_1023,2269.14,2109.19,720.07,TRANSFER,2026-07-22T00:38:05.557639,15,DEV_USER_1023_1,0,BEN_USER_1023_0,0,1,2,200,0.066,0
TXN_LEGIT_001315,USER_1057,4104.02,3460.3,1071.46,TRANSFER,2026-08-05T04:05:05.557639,18,DEV_USER_1057_2,0,BEN_USER_1057_5,0,1,1,1410,0.156,0
TXN_LEGIT_008187,USER_1239,4900.54,4871.07,723.1,PAYMENT,2026-08-13T22:28:05.557639,12,DEV_USER_1239_1,0,BEN_USER_1239_4,0,1,1,117,0.004,0
TXN_LEGIT_002753,USER_1051,2798.76,2120.3,708.57,PAYMENT,2026-09-08T07:08:05.557639,21,DEV_USER_1051_2,0,BEN_USER_1051_4,0,1,3,224,0.06,0
TXN_FRAUD_000103,USER_1131,2209.28,1388.35,718.33,TRANSFER,2026-07-05T01:40:05.557639,16,DEV_UNKNOWN_100,1,BEN_MULE_484,1,4,8,134,0.946,1
TXN_LEGIT_006231,USER_1220,2509.99,1156.32,1186.64,PAYMENT,2026-09-09T22:31:05.557639,13,DEV_USER_1220_1,0,BEN_USER_1220_4,0,1,1,107,0.012,0
TXN_LEGIT_002876,USER_1075,4128.59,4614.72,439.56,PAYMENT,2026-08-18T00:33:05.557639,15,DEV_USER_1075_2,0,BEN_USER_1075_2,0,1,1,828,0.036,0
TXN_LEGIT_005323,USER_1181,2970.34,2724.66,745.62,DEBIT,2026-08-20T00:50:05.557639,15,DEV_USER_1181_1,0,BEN_USER_1181_0,0,1,2,1409,0.048,0
TXN_LEGIT_000799,USER_1180,2868.71,2430.31,843.29,PAYMENT,2026-07-08T22:21:05.557639,12,DEV_USER_1180_2,0,BEN_USER_1180_9,0,1,3,753,0.035,0
TXN_LEGIT_003570,USER_1084,1432.67,971.26,790.89,PAYMENT,2026-08-10T04:01:05.557639,18,DEV_USER_1084_1,0,BEN_USER_1084_5,0,1,3,1199,0.011,0
TXN_LEGIT_002894,USER_1136,5817.04,4441.7,1113.24,DEBIT,2026-07-12T05:55:05.557639,20,DEV_USER_1136_2,0,BEN_USER_1136_4,0,1,2,383,0.068,0
TXN_LEGIT_002927,USER_1082,556.48,1179.22,1035.3,PAYMENT,2026-08-31T01:02:05.557639,15,DEV_USER_1082_2,0,BEN_USER_1082_6,0,1,2,1074,0.056,0
TXN_LEGIT_008178,USER_1148,4224.35,4033.97,415.82,PAYMENT,2026-06-30T00:49:05.557639,15,DEV_USER_1148_1,0,BEN_USER_1148_3,0,1,2,189,0.007,0
TXN_LEGIT_000971,USER_1229,3127.48,1036.47,318.82,PAYMENT,2026-09-03T07:58:05.557639,22,DEV_USER_1229_1,0,BEN_USER_1229_4,0,1,3,1152,0.664,0
TXN_LEGIT_006687,USER_1055,2492.65,2016.96,361.22,TRANSFER,2026-09-14T21:07:05.557639,11,DEV_USER_1055_1,0,BEN_USER_1055_3,0,1,3,1036,0.059,0
TXN_LEGIT_008575,USER_1237,2348.44,3016.34,1192.96,TRANSFER,2026-07-27T03:58:05.557639,18,DEV_USER_1237_2,0,BEN_USER_1237_3,0,1,2,668,0.054,0
TXN_LEGIT_002020,USER_1071,2432.15,2888.44,500.88,TRANSFER,2026-08-02T22:29:05.557639,12,DEV_USER_1071_2,0,BEN_USER_1071_3,0,1,1,1312,0.215,0
TXN_LEGIT_009054,USER_1093,5089.23,4232.33,755.2,TRANSFER,2026-07-16T02:52:05.557639,17,DEV_USER_1093_1,0,BEN_USER_1093_2,0,1,1,1370,0.264,0
TXN_LEGIT_000952,USER_1087,3364.38,3509.73,374.37,DEBIT,2026-08-28T20:07:05.557639,10,DEV_USER_1087_1,0,BEN_USER_1087_0,0,1,1,554,0.072,0
TXN_LEGIT_005359,USER_1026,6373.42,4745.9,1094.83,PAYMENT,2026-07-16T17:33:05.557639,8,DEV_USER_1026_1,0,BEN_USER_1026_1,0,1,3,120,0.172,0
TXN_LEGIT_003857,USER_1082,1810.75,1179.22,1035.3,DEBIT,2026-07-13T07:09:05.557639,21,DEV_USER_1082_1,0,BEN_USER_1082_4,0,1,1,765,0.304,0
TXN_LEGIT_005861,USER_1093,4170.03,4232.33,755.2,DEBIT,2026-08-16T18:31:05.557639,9,DEV_USER_1093_2,0,BEN_USER_1093_2,0,1,2,520,0.044,0
TXN_LEGIT_003145,USER_1121,3649.95,4642.43,570.16,DEBIT,2026-08-11T02:24:05.557639,16,DEV_USER_1121_2,0,BEN_USER_1121_0,0,1,1,386,0.12,0
TXN_LEGIT_003305,USER_1171,1494.75,1527.45,633.85,PAYMENT,2026-08-22T19:20:05.557639,9,DEV_USER_1171_1,0,BEN_USER_1171_1,0,1,2,229,0.004,0
TXN_LEGIT_003006,USER_1220,1759.47,1156.32,1186.64,PAYMENT,2026-08-09T01:33:05.557639,16,DEV_USER_1220_2,0,BEN_USER_1220_2,0,1,1,722,0.033,0
TXN_LEGIT_009001,USER_1123,983.01,2598.37,1166.65,TRANSFER,2026-08-01T02:41:05.557639,17,DEV_USER_1123_2,0,BEN_USER_1123_9,0,1,3,369,0.187,0
TXN_LEGIT_007770,USER_1123,4943.32,2598.37,1166.65,PAYMENT,2026-07-12T21:53:05.557639,12,DEV_USER_1123_2,0,BEN_USER_1123_1,0,1,3,200,0.173,0
TXN_LEGIT_007438,USER_1112,1359.7,1913.85,443.99,PAYMENT,2026-08-15T22:59:05.557639,13,DEV_USER_1112_2,0,BEN_USER_1112_0,0,1,2,1398,0.147,0
TXN_LEGIT_007942,USER_1057,3845.24,3460.3,1071.46,DEBIT,2026-09-06T05:31:05.557639,20,DEV_USER_1057_1,0,BEN_USER_1057_5,0,1,1,759,0.299,0
TXN_LEGIT_009238,USER_1051,1451.34,2120.3,708.57,TRANSFER,2026-09-15T03:10:05.557639,17,DEV_USER_1051_2,0,BEN_USER_1051_1,0,1,2,979,0.01,0
TXN_LEGIT_001056,USER_1105,4275.54,3104.68,891.9,DEBIT,2026-07-04T07:02:05.557639,21,DEV_USER_1105_1,0,BEN_USER_1105_2,0,1,1,899,0.041,0
TXN_LEGIT_003154,USER_1167,1217.97,993.21,240.73,PAYMENT,2026-07-22T04:31:05.557639,19,DEV_USER_1167_2,0,BEN_USER_1167_0,0,1,1,486,0.083,0
TXN_LEGIT_003787,USER_1229,50.0,1036.47,318.82,PAYMENT,2026-08-19T01:58:05.557639,16,DEV_USER_1229_1,0,BEN_USER_1229_5,0,1,2,437,0.177,0
TXN_LEGIT_009189,USER_1197,2303.86,2231.37,1130.76,PAYMENT,2026-06-24T04:46:05.557639,19,DEV_USER_1197_1,0,BEN_USER_1197_3,0,1,1,129,0.059,0
TXN_LEGIT_007825,USER_1113,4750.84,4886.64,593.1,TRANSFER,2026-07-04T22:23:05.557639,12,DEV_USER_1113_1,0,BEN_USER_1113_2,0,1,1,1304,0.313,0
TXN_LEGIT_007539,USER_1216,11349.38,3396.52,301.12,PAYMENT,2026-06-25T08:53:05.557639,23,DEV_USER_1216_1,0,BEN_NEW_18,1,1,3,1255,0.615,0
TXN_LEGIT_007231,USER_1203,2583.43,2434.65,210.84,TRANSFER,2026-09-05T00:05:05.557639,14,DEV_USER_1203_1,0,BEN_USER_1203_1,0,1,2,799,0.061,0
TXN_LEGIT_000764,USER_1165,2955.45,2295.09,957.85,PAYMENT,2026-08-01T19:09:05.557639,9,DEV_USER_1165_1,0,BEN_USER_1165_3,0,1,2,148,0.292,0
TXN_LEGIT_005019,USER_1040,4949.22,4425.03,823.3,TRANSFER,2026-07-18T23:30:05.557639,14,DEV_USER_1040_1,0,BEN_USER_1040_6,0,1,3,1338,0.138,0
TXN_LEGIT_004903,USER_1217,2507.16,1153.25,900.97,DEBIT,2026-09-06T02:34:05.557639,17,DEV_USER_1217_2,0,BEN_USER_1217_6,0,1,3,387,0.073,0
TXN_LEGIT_008093,USER_1071,2606.89,2888.44,500.88,DEBIT,2026-08-16T03:47:05.557639,18,DEV_USER_1071_1,0,BEN_USER_1071_7,0,1,2,1453,0.064,0
TXN_LEGIT_006843,USER_1129,12288.27,3194.26,297.18,DEBIT,2026-07-27T16:36:05.557639,7,DEV_USER_1129_2,0,BEN_NEW_38,1,3,3,324,0.472,0
TXN_LEGIT_002165,USER_1207,2490.04,3453.72,648.45,PAYMENT,2026-08-01T06:25:05.557639,20,DEV_USER_1207_2,0,BEN_USER_1207_6,0,1,1,981,0.024,0
TXN_LEGIT_001862,USER_1181,3755.39,2724.66,745.62,PAYMENT,2026-07-04T04:56:05.557639,19,DEV_USER_1181_2,0,BEN_USER_1181_2,0,1,3,128,0.042,0
TXN_LEGIT_007850,USER_1145,782.69,928.1,237.35,PAYMENT,2026-08-04T20:42:05.557639,11,DEV_USER_1145_1,0,BEN_USER_1145_6,0,1,3,1252,0.191,0
TXN_LEGIT_009123,USER_1089,4703.51,4734.27,337.52,TRANSFER,2026-07-29T01:38:05.557639,16,DEV_USER_1089_2,0,BEN_USER_1089_2,0,1,2,1007,0.013,0
TXN_LEGIT_002340,USER_1024,3185.07,3096.18,384.85,PAYMENT,2026-09-05T22:15:05.557639,12,DEV_USER_1024_1,0,BEN_USER_1024_2,0,1,1,342,0.055,0
TXN_LEGIT_005527,USER_1243,720.46,990.87,480.96,DEBIT,2026-08-28T20:07:05.557639,10,DEV_USER_1243_1,0,BEN_USER_1243_5,0,1,1,282,0.058,0
TXN_LEGIT_006743,USER_1111,1537.03,1193.43,567.72,PAYMENT,2026-08-06T20:14:05.557639,10,DEV_USER_1111_1,0,BEN_USER_1111_7,0,1,3,1007,0.033,0
TXN_LEGIT_004003,USER_1035,4084.94,4043.43,398.72,PAYMENT,2026-08-28T18:54:05.557639,9,DEV_USER_1035_1,0,BEN_USER_1035_2,0,1,3,1256,0.04,0
TXN_LEGIT_001123,USER_1072,1916.66,1996.33,236.89,PAYMENT,2026-08-23T18:14:05.557639,8,DEV_USER_1072_1,0,BEN_USER_1072_5,0,1,2,620,0.16,0
TXN_LEGIT_008709,USER_1210,4561.16,4124.63,989.62,PAYMENT,2026-09-12T04:05:05.557639,18,DEV_USER_1210_1,0,BEN_USER_1210_2,0,1,1,629,0.061,0
TXN_LEGIT_004049,USER_1074,333.17,1016.21,478.65,TRANSFER,2026-06-23T23:19:05.557639,13,DEV_USER_1074_1,0,BEN_USER_1074_0,0,1,1,1328,0.218,0
TXN_LEGIT_007640,USER_1187,3127.94,1098.99,518.98,DEBIT,2026-09-11T08:20:05.557639,22,DEV_USER_1187_2,0,BEN_USER_1187_5,0,2,5,331,0.618,0
TXN_LEGIT_000765,USER_1026,5752.81,4745.9,1094.83,PAYMENT,2026-08-21T19:02:05.557639,9,DEV_USER_1026_1,0,BEN_USER_1026_1,0,1,1,205,0.056,0
TXN_LEGIT_002344,USER_1032,5926.0,1979.92,742.7,PAYMENT,2026-09-01T22:31:05.557639,13,DEV_USER_1032_1,0,BEN_USER_1032_5,0,2,2,189,0.438,0
TXN_LEGIT_004071,USER_1214,2417.45,2273.84,317.07,DEBIT,2026-07-25T21:52:05.557639,12,DEV_USER_1214_2,0,BEN_USER_1214_8,0,1,2,290,0.148,0
TXN_LEGIT_007216,USER_1034,1898.43,1113.11,1186.89,DEBIT,2026-07-26T00:00:05.557639,14,DEV_USER_1034_2,0,BEN_USER_1034_6,0,1,3,1311,0.137,0
TXN_LEGIT_004216,USER_1035,3549.14,4043.43,398.72,TRANSFER,2026-07-14T23:49:05.557639,14,DEV_USER_1035_2,0,BEN_USER_1035_1,0,1,1,613,0.017,0
TXN_LEGIT_007952,USER_1141,2763.44,2377.45,293.98,PAYMENT,2026-09-17T02:07:05.557639,16,DEV_USER_1141_1,0,BEN_USER_1141_2,0,1,2,663,0.279,0
TXN_LEGIT_005970,USER_1025,3885.43,4872.26,975.13,PAYMENT,2026-08-15T18:01:05.557639,8,DEV_USER_1025_2,0,BEN_USER_1025_0,0,1,1,718,0.114,0
TXN_LEGIT_003350,USER_1195,4011.74,4960.12,612.62,PAYMENT,2026-08-12T00:13:05.557639,14,DEV_USER_1195_2,0,BEN_USER_1195_9,0,1,2,583,0.004,0
TXN_LEGIT_004695,USER_1100,3192.9,3496.53,284.14,TRANSFER,2026-07-27T22:46:05.557639,13,DEV_USER_1100_1,0,BEN_USER_1100_6,0,1,2,388,0.055,0
TXN_LEGIT_003399,USER_1104,340.81,821.26,360.81,TRANSFER,2026-09-08T22:34:05.557639,13,DEV_USER_1104_2,0,BEN_USER_1104_2,0,1,2,551,0.023,0
TXN_LEGIT_004081,USER_1026,3139.75,4745.9,1094.83,TRANSFER,2026-06-30T06:35:05.557639,21,DEV_USER_1026_1,0,BEN_USER_1026_1,0,1,2,878,0.006,0
TXN_LEGIT_009149,USER_1202,1510.12,2144.21,1095.52,DEBIT,2026-06-22T23:33:05.557639,14,DEV_USER_1202_2,0,BEN_USER_1202_2,0,1,2,997,0.002,0
TXN_LEGIT_001224,USER_1092,1093.91,1883.35,859.98,TRANSFER,2026-08-04T03:53:05.557639,18,DEV_USER_1092_1,0,BEN_USER_1092_0,0,1,1,663,0.073,0
TXN_LEGIT_006292,USER_1171,1885.01,1527.45,633.85,PAYMENT,2026-07-18T04:52:05.557639,19,DEV_USER_1171_2,0,BEN_USER_1171_1,0,1,1,977,0.025,0
TXN_LEGIT_003122,USER_1025,3328.5,4872.26,975.13,PAYMENT,2026-07-29T19:43:05.557639,10,DEV_USER_1025_2,0,BEN_USER_1025_1,0,1,1,724,0.007,0
TXN_LEGIT_000510,USER_1141,2219.93,2377.45,293.98,DEBIT,2026-08-27T19:42:05.557639,10,DEV_USER_1141_1,0,BEN_USER_1141_2,0,1,1,1343,0.177,0
TXN_LEGIT_005794,USER_1130,4487.52,3383.03,1190.05,DEBIT,2026-07-18T22:08:05.557639,12,DEV_USER_1130_2,0,BEN_USER_1130_4,0,1,3,1358,0.012,0
TXN_LEGIT_008181,USER_1213,3289.99,2654.43,1087.7,DEBIT,2026-07-17T05:53:05.557639,20,DEV_USER_1213_2,0,BEN_USER_1213_1,0,1,1,1344,0.156,0
TXN_LEGIT_009417,USER_1071,2803.79,2888.44,500.88,PAYMENT,2026-09-07T23:23:05.557639,13,DEV_USER_1071_2,0,BEN_USER_1071_5,0,1,1,1350,0.029,0
TXN_LEGIT_000096,USER_1023,2936.74,2109.19,720.07,DEBIT,2026-07-15T21:38:05.557639,12,DEV_USER_1023_2,0,BEN_USER_1023_6,0,1,1,1147,0.052,0
TXN_LEGIT_006681,USER_1239,3629.12,4871.07,723.1,TRANSFER,2026-08-06T06:15:05.557639,20,DEV_USER_1239_2,0,BEN_USER_1239_0,0,1,3,933,0.168,0
TXN_LEGIT_001512,USER_1165,2732.86,2295.09,957.85,DEBIT,2026-09-17T21:02:05.557639,11,DEV_USER_1165_2,0,BEN_USER_1165_1,0,1,2,245,0.105,0
TXN_LEGIT_008791,USER_1093,3796.26,4232.33,755.2,PAYMENT,2026-08-23T06:21:05.557639,20,DEV_USER_1093_2,0,BEN_USER_1093_1,0,1,3,115,0.005,0
